EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,HireDate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,StockOptionLevel,TrainingTimesLastYear,Attrition,ExitDate,Exit_Reason_HR_Recorded,Retention_Attempted,Retention_Action_Taken,Retained,Retention_Outcome_Reason,Year,Reason_Category
107402,55,Female,Married,R&D,Manufacturing Director,3,1,Human Resources,2017-04-25,37,10,8,3,6,0,94746,13,3,3,1,2,4,4,No,Travel_Rarely,30,3,0,Yes,2025-06-16,Cited poor team dynamics and lack of support from supervisor.,No,Not Applicable,No,No retention conversation held before exit,2017,Management & Culture
107403,24,Female,Married,Sales,Account Manager,4,5,Other,2016-03-16,6,4,0,1,2,2,76642,22,4,3,3,3,3,4,No,Travel_Rarely,30,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107404,30,Male,Married,IT,IT Support,4,2,Life Sciences,2024-07-17,10,8,4,2,6,1,49442,20,4,3,2,2,1,3,No,Travel_Frequently,3,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107405,37,Female,Married,Finance,Financial Analyst,1,5,Human Resources,2019-05-30,19,7,3,3,2,4,59924,20,3,4,4,3,4,2,No,Travel_Frequently,20,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107406,43,Female,Married,HR,HR Manager,4,4,Medical,2020-06-27,24,8,6,1,6,6,51977,21,4,3,1,4,2,2,No,Travel_Rarely,38,0,2,Yes,,Personal matters and emergency led to resignation.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Personal & Non-Negotiable
107407,59,Male,Married,HR,HR Executive,1,2,Business,2018-10-08,41,12,5,0,10,0,103055,11,3,1,4,3,2,2,No,Travel_Frequently,1,2,3,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Role Mismatch
107408,47,Male,Married,Finance,Finance Manager,5,5,Technical Degree,2019-04-26,26,7,2,2,3,1,108075,20,3,1,2,3,3,4,No,Travel_Frequently,3,3,0,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Work-Life Balance
107409,41,Female,Single,Finance,Financial Analyst,2,1,Medical,2017-09-26,18,7,2,1,1,4,86724,12,3,4,4,3,2,1,No,Travel_Frequently,30,1,6,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Management & Culture
107410,23,Female,Married,R&D,Manufacturing Director,5,1,Medical,2017-01-30,0,0,0,0,0,5,51186,11,3,4,3,1,3,2,No,Travel_Frequently,31,0,3,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Work-Life Balance
107411,24,Female,Married,HR,HR Executive,5,5,Life Sciences,2022-04-18,2,0,0,0,0,2,110666,21,3,4,1,3,3,3,No,Travel_Rarely,12,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107412,26,Female,Married,IT,Software Engineer,1,2,Computer Science,2019-10-27,8,6,4,2,3,6,58605,16,3,3,2,4,2,2,No,Travel_Rarely,17,2,4,Yes,2024-05-26,Felt stagnant in current role with no clear promotion path.,No,Not Applicable,No,No retention conversation held before exit,2019,Career Advancement
107413,46,Female,Married,Finance,Accountant,2,1,Other,2018-08-30,28,13,11,5,10,0,64483,12,3,4,4,3,3,4,Yes,Non-Travel,5,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107414,33,Female,Married,IT,Data Analyst,1,1,Marketing,2018-06-24,10,7,2,2,5,2,92152,19,4,4,2,2,3,2,No,Travel_Rarely,7,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107415,30,Female,Single,Finance,Finance Manager,5,5,Technical Degree,2019-04-04,7,2,1,0,0,0,83185,11,4,4,1,1,3,3,No,Travel_Rarely,17,2,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107416,47,Female,Married,HR,HR Manager,3,3,Life Sciences,2016-01-18,28,8,7,2,2,2,93077,10,3,4,4,2,2,4,No,Travel_Rarely,31,1,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107417,52,Female,Married,IT,Software Engineer,5,3,Medical,2023-10-12,28,11,9,5,9,2,26905,23,3,3,1,1,1,4,No,Travel_Rarely,30,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
107418,38,Male,Single,R&D,Research Scientist,3,2,Medical,2022-04-15,16,11,9,1,4,3,60983,10,3,3,3,3,4,4,No,Travel_Frequently,16,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107419,55,Female,Single,Finance,Financial Analyst,5,1,Other,2020-01-17,34,24,8,1,13,4,41209,17,4,2,2,1,2,3,Yes,Travel_Rarely,39,3,0,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Role Mismatch
107420,49,Male,Single,Finance,Accountant,3,5,Marketing,2017-03-08,27,18,9,6,16,6,117416,16,3,3,2,2,1,2,No,Travel_Rarely,4,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107421,48,Male,Married,R&D,Laboratory Technician,1,2,Computer Science,2023-08-25,30,16,15,4,7,5,30055,23,3,4,4,2,1,3,Yes,Travel_Frequently,1,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
107422,54,Male,Married,R&D,Research Scientist,3,2,Medical,2024-03-25,31,20,7,6,10,1,58078,10,3,4,2,3,4,2,No,Travel_Rarely,10,2,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107423,28,Male,Single,Sales,Sales Executive,4,5,Medical,2022-10-09,9,8,2,2,1,4,116331,14,3,4,1,3,3,4,Yes,Travel_Rarely,14,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107424,50,Male,Married,Sales,Account Manager,5,1,Medical,2022-02-03,32,8,4,2,2,5,49906,23,3,3,1,3,2,4,No,Travel_Frequently,19,2,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107425,58,Male,Married,Sales,Account Manager,5,3,Medical,2018-09-23,36,9,2,5,6,0,103823,14,2,1,2,1,3,3,No,Travel_Rarely,30,1,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107426,59,Male,Married,Finance,Accountant,3,3,Medical,2016-06-05,41,24,13,3,22,2,32403,16,2,1,4,1,3,1,No,Travel_Rarely,8,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107427,43,Female,Married,Sales,Sales Manager,5,4,Marketing,2017-02-06,25,21,14,3,6,5,102220,11,3,3,1,1,4,3,Yes,Travel_Rarely,34,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107428,50,Female,Married,Finance,Financial Analyst,5,5,Technical Degree,2022-03-13,31,27,13,16,25,2,62021,20,3,3,3,2,4,1,No,Travel_Frequently,30,0,1,Yes,2024-09-26,Expressed dissatisfaction with current compensation structure.,Yes,Salary Hike,Yes,Action directly addressed root cause of dissatisfaction,2022,Compensation & Benefits
107430,54,Male,Married,IT,Data Scientist,5,2,Human Resources,2017-07-11,30,11,6,3,9,0,84323,24,3,4,3,1,4,3,No,Travel_Frequently,23,2,0,Yes,2018-09-15,Relocating to another city due to personal circumstances.,No,Not Applicable,No,No retention conversation held before exit,2017,Personal & Non-Negotiable
107431,56,Male,Married,IT,Software Engineer,2,2,Marketing,2021-01-01,36,29,24,8,26,0,89438,15,4,1,4,3,4,3,No,Travel_Frequently,1,0,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
107432,53,Female,Married,R&D,Research Director,3,5,Human Resources,2021-04-06,33,12,10,4,2,3,33498,11,4,4,2,2,2,1,Yes,Travel_Frequently,35,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
107433,35,Male,Married,IT,IT Support,1,3,Human Resources,2016-12-20,15,3,0,1,1,5,57469,17,3,3,4,4,3,2,No,Travel_Rarely,8,2,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107434,49,Female,Married,R&D,Research Director,1,3,Other,2020-02-22,27,8,1,3,2,0,25101,22,4,4,4,3,1,4,No,Travel_Rarely,10,1,3,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Management & Culture
107435,37,Female,Married,Finance,Financial Analyst,5,2,Human Resources,2016-02-08,15,14,13,4,13,3,112916,16,3,3,3,2,3,4,No,Travel_Rarely,36,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107436,52,Male,Single,Finance,Finance Manager,2,3,Business,2018-01-26,32,24,9,10,10,4,62069,12,3,2,4,3,1,1,No,Travel_Rarely,21,2,0,Yes,,Personal matters and emergency led to resignation.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Personal & Non-Negotiable
107437,52,Male,Single,HR,HR Executive,3,4,Computer Science,2016-09-01,33,10,5,4,6,5,112491,18,4,4,3,3,3,2,No,Travel_Rarely,19,1,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107438,57,Male,Single,IT,IT Support,2,3,Medical,2019-03-07,36,16,4,3,8,6,71295,24,4,4,1,3,3,2,Yes,Travel_Frequently,3,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107439,43,Male,Single,Marketing,Marketing Executive,5,4,Computer Science,2023-12-24,23,20,9,8,12,0,102362,18,3,3,4,4,2,4,No,Travel_Rarely,4,3,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
107440,39,Male,Married,HR,HR Manager,5,5,Technical Degree,2024-01-21,18,13,10,4,9,1,50836,20,3,3,3,2,2,3,Yes,Travel_Rarely,10,1,4,Yes,2025-12-27,Trust issues with reporting manager led to resignation.,No,Not Applicable,No,No retention conversation held before exit,2024,Management & Culture
107441,27,Female,Single,R&D,Research Director,4,5,Business,2024-09-17,9,3,0,1,1,6,64372,16,1,1,2,3,1,1,Yes,Travel_Rarely,25,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107442,45,Female,Married,HR,HR Manager,5,3,Business,2017-01-30,26,25,13,8,22,3,31993,13,2,4,2,2,4,2,No,Travel_Frequently,19,0,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107443,43,Male,Married,Finance,Financial Analyst,3,5,Medical,2018-03-27,19,12,8,5,4,3,109065,19,2,4,3,3,2,1,Yes,Travel_Rarely,34,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107444,41,Male,Married,Sales,Sales Manager,1,2,Human Resources,2018-10-17,21,13,5,0,11,2,93790,12,3,1,1,2,4,3,No,Non-Travel,7,2,6,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Management & Culture
107445,47,Male,Married,Marketing,Marketing Executive,4,1,Marketing,2020-02-23,26,17,14,6,11,5,61612,15,3,3,3,2,4,2,No,Travel_Rarely,36,0,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107446,54,Male,Single,HR,Recruiter,1,4,Medical,2018-05-26,35,27,5,1,25,5,56647,18,4,4,2,3,1,2,No,Travel_Frequently,28,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107447,26,Female,Single,Marketing,Marketing Manager,3,4,Other,2022-11-18,2,0,0,0,0,2,87250,19,3,3,4,2,4,1,No,Travel_Frequently,13,2,6,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Role Mismatch
107448,37,Female,Married,Marketing,Marketing Executive,5,1,Computer Science,2019-08-01,18,3,2,0,2,5,46807,14,2,4,4,2,1,3,Yes,Non-Travel,12,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107449,49,Female,Single,Sales,Sales Executive,1,2,Medical,2020-03-06,29,20,5,7,9,3,87377,15,3,3,1,2,2,1,Yes,Travel_Frequently,24,0,6,Yes,2025-08-23,Leaving to care for a family member.,No,Not Applicable,No,No retention conversation held before exit,2020,Personal & Non-Negotiable
107450,52,Male,Married,Sales,Sales Manager,3,2,Medical,2024-07-06,32,18,6,4,6,2,62313,24,3,3,4,3,4,1,No,Travel_Rarely,10,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107451,51,Male,Single,R&D,Research Scientist,4,3,Life Sciences,2021-03-16,28,23,16,11,21,6,73854,21,4,3,2,4,3,4,No,Travel_Rarely,8,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
107452,52,Female,Single,Finance,Financial Analyst,4,2,Marketing,2023-01-04,29,27,12,1,8,4,63142,21,3,3,1,3,4,3,No,Travel_Frequently,37,0,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
107453,54,Female,Single,HR,HR Manager,3,4,Medical,2022-04-27,35,24,9,3,5,4,59124,23,2,1,2,3,3,3,No,Travel_Rarely,17,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107454,58,Female,Married,Sales,Account Manager,2,3,Business,2022-01-07,39,26,16,6,22,0,56442,23,3,4,1,3,2,3,No,Travel_Rarely,4,3,5,Yes,2022-06-28,Excessive overtime and workload cited as main concern.,No,Not Applicable,No,No retention conversation held before exit,2022,Work-Life Balance
107455,44,Male,Single,Finance,Financial Analyst,2,5,Technical Degree,2024-09-05,25,17,11,3,14,6,52628,22,4,4,1,1,4,1,No,Travel_Rarely,3,2,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107456,30,Female,Married,R&D,Laboratory Technician,1,5,Other,2019-03-12,11,2,1,0,1,4,96195,10,4,4,3,1,1,3,No,Travel_Rarely,18,1,0,Yes,,Personal matters and emergency led to resignation.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Personal & Non-Negotiable
107457,42,Male,Single,Marketing,Marketing Manager,4,2,Human Resources,2021-09-09,21,10,5,2,7,4,46986,21,3,4,3,3,1,2,No,Non-Travel,17,2,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
107458,48,Male,Single,IT,IT Support,2,3,Other,2024-08-09,29,21,14,7,18,3,92524,21,3,2,1,2,1,2,No,Travel_Rarely,11,0,6,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Management & Culture
107459,24,Female,Single,Marketing,Content Strategist,4,4,Life Sciences,2020-04-14,6,3,2,1,0,3,93952,21,2,1,3,2,3,4,Yes,Travel_Frequently,26,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107460,50,Male,Divorced,Finance,Finance Manager,1,3,Other,2019-12-13,27,22,21,2,15,0,28411,11,3,4,4,3,3,2,No,Travel_Rarely,38,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107461,42,Female,Married,IT,Data Scientist,2,5,Marketing,2024-06-05,22,6,4,1,5,5,89761,20,3,3,1,3,4,3,No,Travel_Rarely,25,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107462,57,Male,Married,Sales,Sales Executive,2,1,Technical Degree,2024-01-11,38,26,16,7,24,6,58353,16,3,3,1,2,3,2,No,Travel_Frequently,36,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107463,29,Male,Married,IT,IT Support,4,5,Human Resources,2018-11-10,10,8,6,4,7,2,88291,16,3,2,2,3,4,1,No,Travel_Frequently,39,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107464,56,Male,Married,HR,Recruiter,1,5,Technical Degree,2018-08-29,33,24,22,5,18,3,79207,15,2,1,4,3,3,3,Yes,Travel_Rarely,33,3,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107465,38,Female,Single,Sales,Sales Manager,3,2,Marketing,2022-05-15,16,4,1,1,1,0,44849,13,4,3,3,3,1,1,No,Travel_Rarely,21,2,2,Yes,2024-04-03,Trust issues with reporting manager led to resignation.,Yes,Role Change,No,Action did not address underlying root cause,2022,Management & Culture
107466,43,Female,Married,Sales,Sales Manager,3,2,Medical,2023-08-26,23,16,7,8,5,5,104185,22,3,4,1,4,2,1,Yes,Travel_Rarely,29,3,0,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Management & Culture
107467,46,Male,Married,R&D,Research Director,2,1,Technical Degree,2020-09-29,23,20,4,2,5,4,113703,10,3,4,2,2,4,3,No,Travel_Rarely,8,0,1,Yes,,Workload burnout from overtime working hours.,No,Not Applicable,Not Applicable,Employee did not resign,2020,Work-Life Balance
107468,43,Male,Single,HR,HR Manager,4,1,Technical Degree,2019-03-26,23,7,6,2,1,3,55161,24,2,4,1,3,1,4,No,Travel_Frequently,1,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107469,56,Male,Single,R&D,Laboratory Technician,5,2,Medical,2017-02-01,37,25,21,2,8,6,63840,21,1,4,4,4,3,1,No,Travel_Rarely,20,3,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107470,27,Male,Married,IT,Data Analyst,1,5,Computer Science,2019-03-10,7,4,1,1,2,2,27625,17,3,4,3,3,3,1,Yes,Travel_Frequently,13,3,3,Yes,,Disagreement with team manager regarding team goals.,No,Not Applicable,Not Applicable,Employee did not resign,2019,Management & Culture
107471,49,Female,Single,HR,HR Manager,5,4,Medical,2024-09-19,31,11,9,2,2,0,27426,15,3,3,4,3,1,2,No,Travel_Rarely,32,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107472,59,Male,Single,R&D,Manufacturing Director,5,5,Life Sciences,2024-01-16,38,21,16,7,7,3,105434,13,3,2,3,2,2,1,Yes,Travel_Rarely,17,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107473,29,Male,Married,IT,Software Engineer,5,2,Marketing,2018-04-20,6,3,2,1,1,5,110426,24,2,4,4,3,3,2,No,Travel_Frequently,4,0,0,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2018,Role Mismatch
107474,30,Male,Single,HR,HR Manager,1,2,Marketing,2019-05-28,10,6,5,0,4,2,93013,19,1,2,4,1,3,3,No,Travel_Rarely,16,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107475,39,Female,Married,IT,Software Engineer,2,5,Marketing,2022-10-20,17,13,5,4,11,6,106232,13,3,3,1,4,1,3,No,Travel_Rarely,35,1,4,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107476,49,Female,Married,Finance,Finance Manager,4,3,Other,2023-02-16,29,8,3,2,4,1,78453,18,4,2,4,3,4,4,No,Non-Travel,3,0,5,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2023,Compensation & Benefits
107477,58,Female,Married,IT,Data Analyst,2,1,Human Resources,2020-06-18,35,12,5,4,5,3,54861,19,3,3,1,4,4,2,No,Travel_Rarely,17,1,2,Yes,2021-02-16,Role did not match employee's skills or expectations.,Yes,Flexible Work,No,Action did not address underlying root cause,2020,Role Mismatch
107478,52,Female,Married,Marketing,Content Strategist,2,4,Medical,2017-07-21,28,19,14,1,11,3,80769,21,3,3,4,3,3,4,Yes,Non-Travel,16,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107479,51,Female,Married,Sales,Sales Executive,3,1,Human Resources,2018-03-18,30,8,5,0,5,6,61889,16,2,2,2,2,1,3,No,Travel_Frequently,1,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107480,38,Male,Married,Sales,Sales Manager,5,1,Marketing,2017-01-18,16,11,6,5,5,0,96589,13,3,3,1,1,3,3,No,Travel_Frequently,14,0,2,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2017,Compensation & Benefits
107481,46,Female,Married,IT,Software Engineer,1,5,Other,2020-08-17,24,17,10,2,12,6,44449,14,2,4,4,4,2,4,Yes,Travel_Frequently,3,0,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107482,29,Female,Single,Finance,Financial Analyst,1,5,Other,2023-01-18,5,2,1,0,1,0,75109,18,3,3,3,2,2,3,No,Travel_Rarely,5,1,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2023,Not Applicable
107483,39,Male,Married,R&D,Research Scientist,5,4,Human Resources,2019-06-13,15,14,6,5,4,2,106799,16,3,4,3,2,3,2,Yes,Travel_Rarely,22,0,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107484,28,Female,Married,Sales,Sales Executive,3,2,Marketing,2024-11-24,4,2,1,0,1,3,83803,17,2,2,1,3,1,1,No,Travel_Rarely,34,0,5,Yes,2025-05-06,Spouse's job transfer requiring relocation.,No,Not Applicable,No,No retention conversation held before exit,2024,Personal & Non-Negotiable
107485,22,Female,Married,Marketing,Content Strategist,1,1,Medical,2019-06-16,4,3,1,0,1,4,33973,24,3,2,2,2,2,3,No,Travel_Rarely,1,3,1,Yes,2019-10-03,Left to pursue a leadership role at another company.,No,Not Applicable,No,No retention conversation held before exit,2019,Career Advancement
107486,54,Female,Single,Sales,Sales Executive,5,3,Computer Science,2024-06-19,34,11,8,0,9,4,119573,13,3,3,2,3,1,4,Yes,Travel_Frequently,30,1,6,Yes,,Employee requested a salary hike due to competitive market pay standards.,No,Not Applicable,Not Applicable,Employee did not resign,2024,Compensation & Benefits
107487,52,Male,Single,HR,HR Manager,2,3,Life Sciences,2020-11-08,31,29,9,1,19,1,75380,16,4,3,4,3,3,1,No,Travel_Rarely,22,0,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107488,40,Male,Married,R&D,Research Director,1,1,Marketing,2024-08-04,17,11,4,5,8,6,46156,17,3,4,4,3,1,3,Yes,Travel_Frequently,15,2,3,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2024,Not Applicable
107489,21,Female,Married,HR,HR Manager,4,4,Human Resources,2022-01-28,0,0,0,0,0,3,97024,12,3,4,2,4,2,4,No,Travel_Rarely,25,1,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2022,Not Applicable
107490,24,Male,Married,IT,Data Analyst,4,1,Marketing,2017-04-15,3,2,0,0,0,1,85091,22,3,4,1,2,3,3,No,Travel_Frequently,36,3,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2017,Not Applicable
107491,25,Male,Married,Finance,Finance Manager,1,3,Business,2020-05-31,4,3,2,1,1,6,38287,18,3,4,2,2,1,1,Yes,Travel_Rarely,36,1,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107492,48,Male,Single,Sales,Account Manager,4,1,Medical,2022-09-08,26,12,9,4,10,3,99848,20,2,3,2,2,4,4,No,Non-Travel,15,1,0,Yes,,Underutilized skills in current project assignment.,No,Not Applicable,Not Applicable,Employee did not resign,2022,Role Mismatch
107493,28,Male,Married,Sales,Sales Executive,2,1,Computer Science,2018-02-09,6,4,1,0,1,2,66998,16,3,2,2,4,4,3,Yes,Travel_Frequently,22,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107494,30,Female,Married,Marketing,Content Strategist,2,2,Life Sciences,2021-03-20,7,1,0,0,0,6,39022,22,3,3,4,2,1,1,No,Travel_Rarely,4,2,5,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2021,Not Applicable
107495,54,Female,Divorced,R&D,Research Scientist,4,3,Marketing,2020-10-11,34,22,15,7,19,2,38853,22,3,2,4,2,1,2,No,Travel_Rarely,39,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2020,Not Applicable
107496,55,Female,Married,HR,HR Manager,1,5,Technical Degree,2019-02-28,33,16,15,3,3,0,112489,18,4,3,4,3,2,1,Yes,Travel_Frequently,30,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107497,50,Male,Married,IT,IT Support,1,1,Other,2016-04-28,32,27,12,4,6,3,54608,21,3,2,2,2,2,3,No,Travel_Frequently,22,3,1,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2016,Not Applicable
107498,33,Male,Married,Marketing,Marketing Manager,5,3,Business,2018-02-07,12,7,4,1,3,2,52739,23,1,3,3,4,4,4,No,Travel_Frequently,1,3,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107499,43,Male,Married,R&D,Manufacturing Director,5,4,Other,2019-10-25,23,14,3,6,3,1,91476,15,3,2,2,4,4,2,Yes,Non-Travel,33,0,0,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107500,28,Male,Single,R&D,Research Director,5,2,Human Resources,2019-05-31,10,9,5,3,2,1,98140,15,1,1,1,3,4,4,No,Non-Travel,27,3,2,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2019,Not Applicable
107501,54,Female,Married,HR,HR Manager,4,5,Other,2018-11-11,35,31,20,11,11,5,34168,17,4,4,1,3,3,2,No,Travel_Rarely,32,1,6,No,N/A,Employee did not resign,No,Not Applicable,Not Applicable,Employee did not resign,2018,Not Applicable
107502,24,Male,Single,HR,HR Manager,1,3,Technical Degree,2019-07-14,0,0,0,0,0,4,84311,18,3,4,1,1,3,1,No,Travel_Rarely,30,0,2,Yes,2021-06-29,Employee cited below-market salary as primary reason for leaving.,No,Not Applicable,No,No retention conversation held before exit,2019,Compensation & Benefits
